date_cleaned,topic_split,count
2022-09-17,disasters and accidents,5
2022-09-17,politics and elections and economics,5
2022-09-18,armed conflicts and attacks,4
2022-09-18,disasters and accidents,4
2022-09-18,politics and elections and economics,4
2022-09-18,sports,4
2022-09-19,armed conflicts and attacks,7
2022-09-19,arts and culture,7
2022-09-19,disasters and accidents,7
2022-09-19,health and environment,7
2022-09-19,international relations,7
2022-09-19,law and crime and politics,7
2022-09-19,politics and elections and economics,7
2022-09-20,armed conflicts and attacks,6
2022-09-20,business and economics,6
2022-09-20,disasters and accidents,6
2022-09-20,health and environment,6
2022-09-20,politics and elections and economics,6
2022-09-20,sports,6
2022-09-21,armed conflicts and attacks,6
2022-09-21,disasters and accidents,6
2022-09-21,health and environment,6
2022-09-21,law and crime and politics,6
2022-09-21,politics and elections and economics,6
2022-09-21,sports,6
2022-09-22,armed conflicts and attacks,3
2022-09-22,disasters and accidents,3
2022-09-22,law and crime and politics,3
2022-09-23,armed conflicts and attacks,4
2022-09-23,health and environment,4
2022-09-23,law and crime and politics,4
2022-09-23,politics and elections and economics,4
2022-09-24,armed conflicts and attacks,7
2022-09-24,disasters and accidents,7
2022-09-24,international relations,7
2022-09-24,law and crime and politics,7
2022-09-24,politics and elections and economics,7
2022-09-24,science and technology,7
2022-09-24,sports,7
2022-09-25,armed conflicts and attacks,6
2022-09-25,business and economics,6
2022-09-25,disasters and accidents,6
2022-09-25,health and environment,6
2022-09-25,law and crime and politics,6
2022-09-25,politics and elections and economics,6
2022-09-26,armed conflicts and attacks,8
2022-09-26,business and economics,8
2022-09-26,disasters and accidents,8
2022-09-26,health and environment,8
2022-09-26,international relations,8
2022-09-26,law and crime and politics,8
2022-09-26,politics and elections and economics,8
2022-09-26,science and technology,8
2022-09-27,armed conflicts and attacks,6
2022-09-27,business and economics,6
2022-09-27,disasters and accidents,6
2022-09-27,health and environment,6
2022-09-27,international relations,6
2022-09-27,politics and elections and economics,6
2022-09-28,armed conflicts and attacks,5
2022-09-28,business and economics,5
2022-09-28,disasters and accidents,5
2022-09-28,law and crime and politics,5
2022-09-28,politics and elections and economics,5
2022-09-29,armed conflicts and attacks,6
2022-09-29,disasters and accidents,6
2022-09-29,health and environment,6
2022-09-29,international relations,6
2022-09-29,law and crime and politics,6
2022-09-29,politics and elections and economics,6
2022-09-30,armed conflicts and attacks,5
2022-09-30,business and economics,5
2022-09-30,disasters and accidents,5
2022-09-30,international relations,5
2022-09-30,politics and elections and economics,5
2022-10-01,armed conflicts and attacks,6
2022-10-01,disasters and accidents,6
2022-10-01,health and environment,6
2022-10-01,international relations,6
2022-10-01,law and crime and politics,6
2022-10-01,politics and elections and economics,6
2022-10-02,armed conflicts and attacks,6
2022-10-02,disasters and accidents,6
2022-10-02,health and environment,6
2022-10-02,law and crime and politics,6
2022-10-02,politics and elections and economics,6
2022-10-02,sports,6
2022-10-03,armed conflicts and attacks,6
2022-10-03,business and economics,6
2022-10-03,disasters and accidents,6
2022-10-03,health and environment,6
2022-10-03,law and crime and politics,6
2022-10-03,science and technology,6
2022-10-04,armed conflicts and attacks,5
2022-10-04,business and economics,5
2022-10-04,disasters and accidents,5
2022-10-04,law and crime and politics,5
2022-10-04,science and technology,5
2022-10-05,armed conflicts and attacks,7
2022-10-05,business and economics,7
2022-10-05,disasters and accidents,7
2022-10-05,law and crime and politics,7
2022-10-05,politics and elections and economics,7
2022-10-05,science and technology,7
2022-10-05,sports,7
2022-10-06,armed conflicts and attacks,6
2022-10-06,arts and culture,6
2022-10-06,business and economics,6
2022-10-06,disasters and accidents,6
2022-10-06,health and environment,6
2022-10-06,law and crime and politics,6
2022-10-07,armed conflicts and attacks,5
2022-10-07,arts and culture,5
2022-10-07,disasters and accidents,5
2022-10-07,international relations,5
2022-10-07,politics and elections and economics,5
2022-10-08,armed conflicts and attacks,5
2022-10-08,business and economics,5
2022-10-08,disasters and accidents,5
2022-10-08,international relations,5
2022-10-08,law and crime and politics,5
2022-10-09,armed conflicts and attacks,5
2022-10-09,disasters and accidents,5
2022-10-09,health and environment,5
2022-10-09,politics and elections and economics,5
2022-10-09,sports,5
2022-10-10,armed conflicts and attacks,6
2022-10-10,business and economics,6
2022-10-10,international relations,6
2022-10-10,law and crime and politics,6
2022-10-10,politics and elections and economics,6
2022-10-10,sports,6
2022-10-11,armed conflicts and attacks,5
2022-10-11,disasters and accidents,5
2022-10-11,international relations,5
2022-10-11,politics and elections and economics,5
2022-10-11,science and technology,5
2022-10-12,armed conflicts and attacks,6
2022-10-12,business and economics,6
2022-10-12,disasters and accidents,6
2022-10-12,health and environment,6
2022-10-12,law and crime and politics,6
2022-10-12,politics and elections and economics,6
2022-10-13,armed conflicts and attacks,5
2022-10-13,health and environment,5
2022-10-13,international relations,5
2022-10-13,law and crime and politics,5
2022-10-13,politics and elections and economics,5
2022-10-14,armed conflicts and attacks,4
2022-10-14,disasters and accidents,4
2022-10-14,law and crime and politics,4
2022-10-14,politics and elections and economics,4
2022-10-15,armed conflicts and attacks,3
2022-10-15,disasters and accidents,3
2022-10-15,health and environment,3
2022-10-16,armed conflicts and attacks,5
2022-10-16,disasters and accidents,5
2022-10-16,law and crime and politics,5
2022-10-16,politics and elections and economics,5
2022-10-16,sports,5
2022-10-17,armed conflicts and attacks,7
2022-10-17,arts and culture,7
2022-10-17,disasters and accidents,7
2022-10-17,health and environment,7
2022-10-17,international relations,7
2022-10-17,law and crime and politics,7
2022-10-17,sports,7
2022-10-18,armed conflicts and attacks,6
2022-10-18,disasters and accidents,6
2022-10-18,health and environment,6
2022-10-18,international relations,6
2022-10-18,law and crime and politics,6
2022-10-18,politics and elections and economics,6
2022-10-19,armed conflicts and attacks,7
2022-10-19,arts and culture,7
2022-10-19,business and economics,7
2022-10-19,disasters and accidents,7
2022-10-19,health and environment,7
2022-10-19,law and crime and politics,7
2022-10-19,politics and elections and economics,7
2022-10-20,armed conflicts and attacks,6
2022-10-20,disasters and accidents,6
2022-10-20,health and environment,6
2022-10-20,law and crime and politics,12
2022-10-20,politics and elections and economics,6
2022-10-21,disasters and accidents,4
2022-10-21,health and environment,4
2022-10-21,international relations,4
2022-10-21,politics and elections and economics,4
2022-10-22,armed conflicts and attacks,4
2022-10-22,disasters and accidents,4
2022-10-22,politics and elections and economics,4
2022-10-22,sports,4
2022-10-23,armed conflicts and attacks,5
2022-10-23,disasters and accidents,5
2022-10-23,law and crime and politics,5
2022-10-23,politics and elections and economics,5
2022-10-23,sports,5
2022-10-24,armed conflicts and attacks,5
2022-10-24,disasters and accidents,5
2022-10-24,law and crime and politics,5
2022-10-24,politics and elections and economics,5
2022-10-24,science and technology,5
2022-10-25,armed conflicts and attacks,6
2022-10-25,arts and culture,6
2022-10-25,business and economics,6
2022-10-25,disasters and accidents,6
2022-10-25,law and crime and politics,6
2022-10-25,politics and elections and economics,6
2022-10-26,armed conflicts and attacks,7
2022-10-26,business and economics,7
2022-10-26,international relations,7
2022-10-26,law and crime and politics,7
2022-10-26,politics and elections and economics,7
2022-10-26,science and technology,7
2022-10-26,sports,7
2022-10-27,armed conflicts and attacks,6
2022-10-27,arts and culture,6
2022-10-27,business and economics,6
2022-10-27,disasters and accidents,6
2022-10-27,international relations,6
2022-10-27,law and crime and politics,6
2022-10-28,armed conflicts and attacks,6
2022-10-28,disasters and accidents,6
2022-10-28,international relations,6
2022-10-28,law and crime and politics,6
2022-10-28,politics and elections and economics,6
2022-10-28,sports,6
2022-10-29,armed conflicts and attacks,3
2022-10-29,disasters and accidents,3
2022-10-29,law and crime and politics,3
2022-10-30,armed conflicts and attacks,5
2022-10-30,disasters and accidents,5
2022-10-30,international relations,5
2022-10-30,law and crime and politics,5
2022-10-30,politics and elections and economics,5
2022-10-31,armed conflicts and attacks,4
2022-10-31,disasters and accidents,4
2022-10-31,law and crime and politics,4
2022-10-31,sports,4
2022-11-01,armed conflicts and attacks,5
2022-11-01,international relations,5
2022-11-01,law and crime and politics,5
2022-11-01,politics and elections and economics,5
2022-11-01,sports,5
2022-11-02,armed conflicts and attacks,4
2022-11-02,business and economics,4
2022-11-02,international relations,4
2022-11-02,law and crime and politics,4
2022-11-03,armed conflicts and attacks,6
2022-11-03,business and economics,6
2022-11-03,disasters and accidents,6
2022-11-03,international relations,6
2022-11-03,law and crime and politics,6
2022-11-03,sports,6
2022-11-04,health and environment,3
2022-11-04,politics and elections and economics,3
2022-11-04,sports,3
2022-11-05,business and economics,6
2022-11-05,disasters and accidents,6
2022-11-05,health and environment,6
2022-11-05,law and crime and politics,6
2022-11-05,politics and elections and economics,6
2022-11-05,sports,6
2022-11-06,armed conflicts and attacks,4
2022-11-06,disasters and accidents,4
2022-11-06,law and crime and politics,4
2022-11-06,sports,4
2022-11-07,armed conflicts and attacks,3
2022-11-07,disasters and accidents,3
2022-11-07,international relations,3
2022-11-08,armed conflicts and attacks,6
2022-11-08,business and economics,6
2022-11-08,disasters and accidents,6
2022-11-08,law and crime and politics,6
2022-11-08,politics and elections and economics,6
2022-11-08,sports,6
2022-11-09,armed conflicts and attacks,3
2022-11-09,business and economics,3
2022-11-09,disasters and accidents,3
2022-11-10,armed conflicts and attacks,5
2022-11-10,disasters and accidents,5
2022-11-10,international relations,5
2022-11-10,law and crime and politics,5
2022-11-10,science and technology,5
2022-11-11,armed conflicts and attacks,5
2022-11-11,business and economics,5
2022-11-11,disasters and accidents,5
2022-11-11,international relations,5
2022-11-11,politics and elections and economics,5
2022-11-12,disasters and accidents,4
2022-11-12,health and environment,4
2022-11-12,politics and elections and economics,4
2022-11-12,sports,4
2022-11-13,armed conflicts and attacks,4
2022-11-13,law and crime and politics,4
2022-11-13,politics and elections and economics,4
2022-11-13,sports,4
2022-11-14,armed conflicts and attacks,4
2022-11-14,disasters and accidents,4
2022-11-14,international relations,4
2022-11-14,law and crime and politics,4
2022-11-15,armed conflicts and attacks,6
2022-11-15,disasters and accidents,6
2022-11-15,health and environment,6
2022-11-15,international relations,6
2022-11-15,politics and elections and economics,6
2022-11-15,sports,6
2022-11-16,armed conflicts and attacks,6
2022-11-16,business and economics,6
2022-11-16,disasters and accidents,6
2022-11-16,international relations,6
2022-11-16,law and crime and politics,6
2022-11-16,science and technology,6
2022-11-17,armed conflicts and attacks,6
2022-11-17,arts and culture,6
2022-11-17,business and economics,6
2022-11-17,disasters and accidents,6
2022-11-17,international relations,6
2022-11-17,law and crime and politics,6
2022-11-18,armed conflicts and attacks,7
2022-11-18,business and economics,7
2022-11-18,disasters and accidents,7
2022-11-18,health and environment,7
2022-11-18,law and crime and politics,7
2022-11-18,science and technology,7
2022-11-18,sports,7
2022-11-19,armed conflicts and attacks,5
2022-11-19,disasters and accidents,5
2022-11-19,health and environment,5
2022-11-19,politics and elections and economics,5
2022-11-19,science and technology,5
2022-11-20,armed conflicts and attacks,5
2022-11-20,international relations,5
2022-11-20,law and crime and politics,5
2022-11-20,politics and elections and economics,5
2022-11-20,sports,5
2022-11-21,armed conflicts and attacks,6
2022-11-21,disasters and accidents,6
2022-11-21,international relations,6
2022-11-21,law and crime and politics,6
2022-11-21,science and technology,6
2022-11-21,sports,6
2022-11-22,armed conflicts and attacks,5
2022-11-22,disasters and accidents,5
2022-11-22,international relations,5
2022-11-22,law and crime and politics,5
2022-11-22,sports,5
2022-11-23,armed conflicts and attacks,5
2022-11-23,disasters and accidents,5
2022-11-23,international relations,5
2022-11-23,politics and elections and economics,5
2022-11-23,sports,5
2022-11-24,armed conflicts and attacks,6
2022-11-24,business and economics,6
2022-11-24,international relations,6
2022-11-24,law and crime and politics,6
2022-11-24,politics and elections and economics,6
2022-11-24,sports,6
2022-11-25,armed conflicts and attacks,4
2022-11-25,disasters and accidents,4
2022-11-25,health and environment,4
2022-11-25,law and crime and politics,4
2022-11-26,disasters and accidents,4
2022-11-26,law and crime and politics,4
2022-11-26,politics and elections and economics,4
2022-11-26,sports,4
2022-11-27,armed conflicts and attacks,3
2022-11-27,disasters and accidents,3
2022-11-27,law and crime and politics,3
2022-11-28,disasters and accidents,3
2022-11-28,law and crime and politics,3
2022-11-28,science and technology,3
2022-11-29,armed conflicts and attacks,5
2022-11-29,business and economics,5
2022-11-29,disasters and accidents,5
2022-11-29,international relations,5
2022-11-29,law and crime and politics,5
2022-11-30,armed conflicts and attacks,6
2022-11-30,arts and culture,6
2022-11-30,disasters and accidents,6
2022-11-30,law and crime and politics,6
2022-11-30,politics and elections and economics,6
2022-11-30,science and technology,6
2023-01-01,armed conflicts and attacks,7
2023-01-01,business and economics,7
2023-01-01,disasters and accidents,7
2023-01-01,health and environment,7
2023-01-01,law and crime and politics,7
2023-01-01,politics and elections and economics,7
2023-01-01,science and technology,7
2023-01-02,armed conflicts and attacks,6
2023-01-02,disasters and accidents,6
2023-01-02,health and environment,6
2023-01-02,law and crime and politics,6
2023-01-02,politics and elections and economics,6
2023-01-02,sports,6
2023-01-03,armed conflicts and attacks,4
2023-01-03,business and economics,4
2023-01-03,politics and elections and economics,4
2023-01-03,sports,4
2023-01-04,armed conflicts and attacks,6
2023-01-04,arts and culture,6
2023-01-04,business and economics,6
2023-01-04,international relations,6
2023-01-04,law and crime and politics,6
2023-01-04,science and technology,6
2023-01-05,armed conflicts and attacks,4
2023-01-05,disasters and accidents,4
2023-01-05,health and environment,4
2023-01-05,politics and elections and economics,4
2023-01-06,armed conflicts and attacks,5
2023-01-06,business and economics,5
2023-01-06,disasters and accidents,5
2023-01-06,international relations,5
2023-01-06,law and crime and politics,5
2023-01-07,armed conflicts and attacks,4
2023-01-07,disasters and accidents,4
2023-01-07,law and crime and politics,4
2023-01-07,politics and elections and economics,4
2023-01-08,armed conflicts and attacks,5
2023-01-08,disasters and accidents,5
2023-01-08,law and crime and politics,5
2023-01-08,politics and elections and economics,5
2023-01-08,sports,5
2023-01-09,armed conflicts and attacks,7
2023-01-09,disasters and accidents,7
2023-01-09,health and environment,7
2023-01-09,law and crime and politics,7
2023-01-09,politics and elections and economics,7
2023-01-09,science and technology,7
2023-01-09,sports,7
2023-01-10,armed conflicts and attacks,4
2023-01-10,international relations,4
2023-01-10,law and crime and politics,4
2023-01-10,science and technology,4
2023-01-11,armed conflicts and attacks,5
2023-01-11,health and environment,5
2023-01-11,international relations,5
2023-01-11,law and crime and politics,5
2023-01-11,science and technology,5
2023-01-12,armed conflicts and attacks,6
2023-01-12,business and economics,6
2023-01-12,disasters and accidents,6
2023-01-12,health and environment,6
2023-01-12,politics and elections and economics,6
2023-01-12,sports,6
2023-01-13,armed conflicts and attacks,4
2023-01-13,disasters and accidents,4
2023-01-13,law and crime and politics,4
2023-01-13,politics and elections and economics,4
2023-01-14,armed conflicts and attacks,4
2023-01-14,arts and culture,4
2023-01-14,law and crime and politics,4
2023-01-14,politics and elections and economics,4
2023-01-15,armed conflicts and attacks,3
2023-01-15,disasters and accidents,3
2023-01-15,law and crime and politics,3
2023-01-16,armed conflicts and attacks,4
2023-01-16,disasters and accidents,4
2023-01-16,law and crime and politics,4
2023-01-16,politics and elections and economics,4
2023-01-17,armed conflicts and attacks,6
2023-01-17,business and economics,6
2023-01-17,disasters and accidents,6
2023-01-17,health and environment,6
2023-01-17,international relations,6
2023-01-17,politics and elections and economics,6
2023-01-18,armed conflicts and attacks,5
2023-01-18,business and economics,5
2023-01-18,disasters and accidents,5
2023-01-18,law and crime and politics,5
2023-01-18,politics and elections and economics,5
2023-01-19,armed conflicts and attacks,6
2023-01-19,business and economics,6
2023-01-19,disasters and accidents,6
2023-01-19,international relations,6
2023-01-19,law and crime and politics,6
2023-01-19,politics and elections and economics,6
2023-01-20,armed conflicts and attacks,6
2023-01-20,business and economics,6
2023-01-20,disasters and accidents,6
2023-01-20,health and environment,6
2023-01-20,law and crime and politics,6
2023-01-20,sports,6
2023-01-21,armed conflicts and attacks,6
2023-01-21,arts and culture,6
2023-01-21,business and economics,6
2023-01-21,international relations,6
2023-01-21,law and crime and politics,6
2023-01-21,politics and elections and economics,6
2023-01-22,armed conflicts and attacks,5
2023-01-22,disasters and accidents,5
2023-01-22,law and crime and politics,5
2023-01-22,politics and elections and economics,5
2023-01-22,sports,5
2023-01-23,armed conflicts and attacks,6
2023-01-23,business and economics,6
2023-01-23,disasters and accidents,6
2023-01-23,international relations,6
2023-01-23,law and crime and politics,6
2023-01-23,science and technology,6
2023-01-24,armed conflicts and attacks,5
2023-01-24,disasters and accidents,5
2023-01-24,law and crime and politics,5
2023-01-24,politics and elections and economics,5
2023-01-24,science and technology,5
2023-01-25,armed conflicts and attacks,8
2023-01-25,arts and culture,8
2023-01-25,business and economics,8
2023-01-25,disasters and accidents,8
2023-01-25,health and environment,8
2023-01-25,international relations,8
2023-01-25,law and crime and politics,8
2023-01-25,politics and elections and economics,8
2023-01-26,armed conflicts and attacks,4
2023-01-26,disasters and accidents,4
2023-01-26,international relations,4
2023-01-26,politics and elections and economics,4
2023-01-27,armed conflicts and attacks,5
2023-01-27,disasters and accidents,5
2023-01-27,health and environment,5
2023-01-27,law and crime and politics,5
2023-01-27,politics and elections and economics,5
2023-01-28,armed conflicts and attacks,6
2023-01-28,business and economics,6
2023-01-28,disasters and accidents,6
2023-01-28,law and crime and politics,6
2023-01-28,politics and elections and economics,6
2023-01-28,sports,6
2023-01-29,armed conflicts and attacks,6
2023-01-29,disasters and accidents,6
2023-01-29,international relations,6
2023-01-29,law and crime and politics,6
2023-01-29,politics and elections and economics,6
2023-01-29,sports,6
2023-01-30,armed conflicts and attacks,4
2023-01-30,business and economics,4
2023-01-30,health and environment,4
2023-01-30,international relations,4
2023-01-31,armed conflicts and attacks,7
2023-01-31,disasters and accidents,7
2023-01-31,health and environment,7
2023-01-31,international relations,7
2023-01-31,law and crime and politics,7
2023-01-31,politics and elections and economics,7
2023-01-31,sports,7
2023-02-01,armed conflicts and attacks,7
2023-02-01,business and economics,7
2023-02-01,disasters and accidents,7
2023-02-01,health and environment,7
2023-02-01,law and crime and politics,7
2023-02-01,politics and elections and economics,7
2023-02-01,science and technology,7
2023-02-02,disasters and accidents,5
2023-02-02,health and environment,5
2023-02-02,international relations,5
2023-02-02,law and crime and politics,5
2023-02-02,politics and elections and economics,5
2023-02-03,armed conflicts and attacks,6
2023-02-03,business and economics,6
2023-02-03,disasters and accidents,6
2023-02-03,international relations,6
2023-02-03,law and crime and politics,6
2023-02-03,science and technology,6
2023-02-04,armed conflicts and attacks,3
2023-02-04,disasters and accidents,3
2023-02-04,health and environment,3
2023-02-05,arts and culture,5
2023-02-05,disasters and accidents,5
2023-02-05,health and environment,5
2023-02-05,law and crime and politics,5
2023-02-05,politics and elections and economics,5
2023-02-06,armed conflicts and attacks,5
2023-02-06,arts and culture,5
2023-02-06,disasters and accidents,5
2023-02-06,law and crime and politics,5
2023-02-06,science and technology,5
2023-02-07,health and environment,4
2023-02-07,law and crime and politics,4
2023-02-07,politics and elections and economics,4
2023-02-07,sports,4
2023-02-08,business and economics,5
2023-02-08,international relations,5
2023-02-08,law and crime and politics,5
2023-02-08,politics and elections and economics,5
2023-02-08,science and technology,5
2023-02-09,armed conflicts and attacks,5
2023-02-09,disasters and accidents,5
2023-02-09,health and environment,5
2023-02-09,international relations,5
2023-02-09,law and crime and politics,5
2023-02-10,armed conflicts and attacks,5
2023-02-10,disasters and accidents,5
2023-02-10,law and crime and politics,5
2023-02-10,politics and elections and economics,5
2023-02-10,sports,5
2023-02-11,armed conflicts and attacks,6
2023-02-11,disasters and accidents,6
2023-02-11,international relations,6
2023-02-11,law and crime and politics,6
2023-02-11,politics and elections and economics,6
2023-02-11,sports,6
2023-02-12,armed conflicts and attacks,6
2023-02-12,disasters and accidents,6
2023-02-12,law and crime and politics,6
2023-02-12,politics and elections and economics,6
2023-02-12,science and technology,6
2023-02-12,sports,6
2023-02-13,disasters and accidents,5
2023-02-13,health and environment,5
2023-02-13,international relations,5
2023-02-13,law and crime and politics,5
2023-02-13,politics and elections and economics,5
2023-02-14,armed conflicts and attacks,5
2023-02-14,disasters and accidents,5
2023-02-14,international relations,5
2023-02-14,law and crime and politics,5
2023-02-14,politics and elections and economics,5
2023-02-15,business and economics,5
2023-02-15,disasters and accidents,5
2023-02-15,international relations,5
2023-02-15,law and crime and politics,5
2023-02-15,politics and elections and economics,5
2023-02-16,armed conflicts and attacks,7
2023-02-16,business and economics,7
2023-02-16,disasters and accidents,7
2023-02-16,health and environment,7
2023-02-16,law and crime and politics,7
2023-02-16,politics and elections and economics,7
2023-02-16,sports,7
2023-02-17,armed conflicts and attacks,5
2023-02-17,disasters and accidents,5
2023-02-17,international relations,5
2023-02-17,law and crime and politics,5
2023-02-17,science and technology,5
2023-02-18,armed conflicts and attacks,2
2023-02-18,politics and elections and economics,2
2023-02-19,armed conflicts and attacks,6
2023-02-19,arts and culture,6
2023-02-19,disasters and accidents,6
2023-02-19,law and crime and politics,6
2023-02-19,politics and elections and economics,6
2023-02-19,sports,6
2023-02-20,arts and culture,3
2023-02-20,disasters and accidents,3
2023-02-20,international relations,3
2023-02-21,armed conflicts and attacks,5
2023-02-21,business and economics,5
2023-02-21,disasters and accidents,5
2023-02-21,international relations,5
2023-02-21,law and crime and politics,5
2023-02-22,armed conflicts and attacks,3
2023-02-22,disasters and accidents,3
2023-02-22,international relations,3
2023-02-23,disasters and accidents,5
2023-02-23,international relations,5
2023-02-23,law and crime and politics,5
2023-02-23,politics and elections and economics,5
2023-02-23,science and technology,5
2023-02-24,armed conflicts and attacks,4
2023-02-24,disasters and accidents,4
2023-02-24,health and environment,4
2023-02-24,politics and elections and economics,4
2023-02-25,armed conflicts and attacks,6
2023-02-25,arts and culture,6
2023-02-25,business and economics,6
2023-02-25,disasters and accidents,6
2023-02-25,international relations,6
2023-02-25,politics and elections and economics,6
2023-02-26,armed conflicts and attacks,3
2023-02-26,disasters and accidents,3
2023-02-26,sports,3
2023-02-27,armed conflicts and attacks,4
2023-02-27,disasters and accidents,4
2023-02-27,international relations,4
2023-02-27,law and crime and politics,4
2023-02-28,armed conflicts and attacks,6
2023-02-28,business and economics,6
2023-02-28,disasters and accidents,6
2023-02-28,international relations,6
2023-02-28,politics and elections and economics,6
2023-02-28,science and technology,6
2023-03-01,disasters and accidents,5
2023-03-01,international relations,5
2023-03-01,law and crime and politics,5
2023-03-01,politics and elections and economics,5
2023-03-01,science and technology,5
2023-03-02,armed conflicts and attacks,5
2023-03-02,disasters and accidents,5
2023-03-02,international relations,5
2023-03-02,law and crime and politics,5
2023-03-02,politics and elections and economics,5
2023-03-03,disasters and accidents,2
2023-03-03,law and crime and politics,2
2023-03-04,armed conflicts and attacks,4
2023-03-04,disasters and accidents,4
2023-03-04,international relations,4
2023-03-04,law and crime and politics,4
2023-03-05,armed conflicts and attacks,3
2023-03-05,disasters and accidents,3
2023-03-05,politics and elections and economics,3
2023-03-06,armed conflicts and attacks,5
2023-03-06,disasters and accidents,5
2023-03-06,international relations,5
2023-03-06,law and crime and politics,5
2023-03-06,politics and elections and economics,5
2023-03-07,armed conflicts and attacks,5
2023-03-07,disasters and accidents,5
2023-03-07,law and crime and politics,5
2023-03-07,politics and elections and economics,5
2023-03-07,science and technology,5
2023-03-08,armed conflicts and attacks,3
2023-03-08,business and economics,3
2023-03-08,law and crime and politics,3
2023-03-09,armed conflicts and attacks,5
2023-03-09,business and economics,5
2023-03-09,disasters and accidents,5
2023-03-09,law and crime and politics,5
2023-03-09,politics and elections and economics,5
2023-03-10,armed conflicts and attacks,7
2023-03-10,arts and culture,7
2023-03-10,business and economics,7
2023-03-10,disasters and accidents,7
2023-03-10,international relations,7
2023-03-10,law and crime and politics,7
2023-03-10,politics and elections and economics,7
2023-03-11,armed conflicts and attacks,4
2023-03-11,disasters and accidents,4
2023-03-11,politics and elections and economics,4
2023-03-11,sports,4
2023-03-12,armed conflicts and attacks,4
2023-03-12,arts and culture,4
2023-03-12,business and economics,4
2023-03-12,disasters and accidents,4
2023-03-13,disasters and accidents,3
2023-03-13,law and crime and politics,3
2023-03-13,politics and elections and economics,3
2023-03-14,armed conflicts and attacks,6
2023-03-14,business and economics,6
2023-03-14,disasters and accidents,6
2023-03-14,international relations,6
2023-03-14,law and crime and politics,6
2023-03-14,science and technology,6
2023-03-15,armed conflicts and attacks,2
2023-03-15,disasters and accidents,2
2023-03-16,armed conflicts and attacks,5
2023-03-16,disasters and accidents,5
2023-03-16,law and crime and politics,5
2023-03-16,politics and elections and economics,5
2023-03-16,science and technology,5
2023-03-17,armed conflicts and attacks,6
2023-03-17,disasters and accidents,6
2023-03-17,international relations,6
2023-03-17,law and crime and politics,6
2023-03-17,science and technology,6
2023-03-17,sports,6
2023-03-18,armed conflicts and attacks,3
2023-03-18,disasters and accidents,3
2023-03-18,law and crime and politics,3
2023-03-19,armed conflicts and attacks,5
2023-03-19,business and economics,5
2023-03-19,disasters and accidents,5
2023-03-19,health and environment,5
2023-03-19,politics and elections and economics,5
2023-03-20,armed conflicts and attacks,5
2023-03-20,arts and culture,5
2023-03-20,health and environment,5
2023-03-20,international relations,5
2023-03-20,law and crime and politics,5
2023-03-21,armed conflicts and attacks,7
2023-03-21,arts and culture,7
2023-03-21,disasters and accidents,7
2023-03-21,health and environment,7
2023-03-21,law and crime and politics,7
2023-03-21,science and technology,7
2023-03-21,sports,7
2023-03-22,armed conflicts and attacks,4
2023-03-22,disasters and accidents,4
2023-03-22,politics and elections and economics,4
2023-03-22,science and technology,4
2023-03-23,armed conflicts and attacks,6
2023-03-23,disasters and accidents,6
2023-03-23,health and environment,6
2023-03-23,law and crime and politics,6
2023-03-23,science and technology,6
2023-03-23,sports,6
2023-03-24,armed conflicts and attacks,3
2023-03-24,disasters and accidents,3
2023-03-24,law and crime and politics,3
2023-03-25,armed conflicts and attacks,6
2023-03-25,disasters and accidents,6
2023-03-25,international relations,6
2023-03-25,law and crime and politics,6
2023-03-25,politics and elections and economics,6
2023-03-25,science and technology,6
2023-03-26,disasters and accidents,4
2023-03-26,health and environment,4
2023-03-26,international relations,4
2023-03-26,politics and elections and economics,4
2023-03-27,armed conflicts and attacks,6
2023-03-27,disasters and accidents,6
2023-03-27,international relations,6
2023-03-27,law and crime and politics,6
2023-03-27,politics and elections and economics,6
2023-03-27,science and technology,6
2023-03-28,armed conflicts and attacks,5
2023-03-28,disasters and accidents,5
2023-03-28,international relations,5
2023-03-28,law and crime and politics,5
2023-03-28,politics and elections and economics,5
2023-03-29,armed conflicts and attacks,8
2023-03-29,disasters and accidents,8
2023-03-29,health and environment,8
2023-03-29,international relations,8
2023-03-29,law and crime and politics,8
2023-03-29,politics and elections and economics,8
2023-03-29,science and technology,8
2023-03-29,sports,8
2023-03-30,armed conflicts and attacks,5
2023-03-30,disasters and accidents,5
2023-03-30,health and environment,5
2023-03-30,international relations,5
2023-03-30,law and crime and politics,5
2023-03-31,armed conflicts and attacks,3
2023-03-31,disasters and accidents,3
2023-03-31,science and technology,3
2023-04-01,business and economics,4
2023-04-01,disasters and accidents,4
2023-04-01,international relations,4
2023-04-01,science and technology,4
2023-04-02,armed conflicts and attacks,3
2023-04-02,disasters and accidents,3
2023-04-02,politics and elections and economics,3
2023-04-03,armed conflicts and attacks,6
2023-04-03,business and economics,6
2023-04-03,disasters and accidents,6
2023-04-03,international relations,6
2023-04-03,science and technology,6
2023-04-03,sports,6
2023-04-04,armed conflicts and attacks,7
2023-04-04,business and economics,7
2023-04-04,disasters and accidents,7
2023-04-04,international relations,7
2023-04-04,law and crime and politics,7
2023-04-04,politics and elections and economics,7
2023-04-04,science and technology,7
2023-04-05,armed conflicts and attacks,5
2023-04-05,disasters and accidents,5
2023-04-05,international relations,5
2023-04-05,law and crime and politics,5
2023-04-05,science and technology,5
2023-04-06,armed conflicts and attacks,6
2023-04-06,disasters and accidents,6
2023-04-06,health and environment,6
2023-04-06,law and crime and politics,6
